ts_sec	ts_usec	phyname	sourcemac	destmac	transmac	frequency	devkey	lat	lon	packet_len	signal	datasource	dlt	error	tags
1652624453	48050	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	45295	IEEE802.11	C4:41:1E:99:0E:9C	E4:8B:7F:D3:E7:AC	C4:41:1E:99:0E:9E	5180000.0	0	45.446480725	-71.957640023	256	-57	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	70155	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	45309	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-56	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	94685	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	82752	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	85678	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	86762	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	95761	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	139530	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	97802	IEEE802.11	C4:41:1E:99:0E:9E	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	362	-57	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	150230	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	137398	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	147231	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	152327	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	154467	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	153400	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	158760	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	170512	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	177919	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	165168	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	196692	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	159840	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-60	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	197782	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	200214	IEEE802.11	C4:41:1E:99:0E:9E	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	362	-55	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	201988	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-61	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	201021	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	58	-54	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	200896	IEEE802.11	CA:41:1E:99:0D:3B	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5180000.0	0	45.446480725	-71.957640023	40	-55	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	921248	IEEE802.11	E4:8B:7F:D3:E7:AC	C4:41:1E:99:0E:9C	CA:41:1E:99:0D:3B	5200000.0	0	45.446478739	-71.95762787	180	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	910720	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	910693	IEEE802.11	E4:8B:7F:D3:E7:AC	C4:41:1E:99:0E:9C	CA:41:1E:99:0D:3B	5200000.0	0	45.446478739	-71.95762787	192	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	918155	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	921304	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	947799	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	934124	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-57	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	926628	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	926616	IEEE802.11	E4:8B:7F:D3:E7:AC	C4:41:1E:99:0E:9C	CA:41:1E:99:0D:3B	5200000.0	0	45.446478739	-71.95762787	397	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	588005	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	44750	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	952259	IEEE802.11	C4:41:1E:99:0E:9E	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	5200000.0	0	45.446478739	-71.95762787	386	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624453	952270	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5200000.0	0	45.446478739	-71.95762787	58	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	662034	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	603690	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	669544	IEEE802.11	CA:41:1E:99:0D:3B	C4:41:1E:99:0E:9E	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-59	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	683080	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	704183	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	705416	IEEE802.11	C4:41:1E:99:0E:9E	CA:41:1E:99:0D:3B	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	58	-62	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624454	666930	IEEE802.11	C4:41:1E:99:0C:1E	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	369	-85	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	DOT11_BEACON_SSID
1652624454	769403	IEEE802.11	C4:41:1E:99:0C:1E	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5240000.0	0	45.446478739	-71.95762787	369	-85	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624457	739527	IEEE802.11	C4:41:1E:99:0D:3C	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5745000.0	0	45.446476753	-71.957615716	340	-55	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624457	816766	IEEE802.11	C4:41:1E:99:0E:9F	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5745000.0	0	45.446476753	-71.957615716	332	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624457	841921	IEEE802.11	C4:41:1E:99:0D:3C	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5745000.0	0	45.446478739	-71.95762787	340	-55	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624457	919200	IEEE802.11	C4:41:1E:99:0E:9F	FF:FF:FF:FF:FF:FF	00:00:00:00:00:00	5765000.0	0	45.446478739	-71.95762787	332	-53	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624458	654295	IEEE802.11	C4:41:1E:99:0D:3C	C4:41:1E:99:0D:3C	00:00:00:00:00:00	5765000.0	0	45.446478739	-71.95762787	40	-77	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624458	616978	IEEE802.11	C4:41:1E:99:0D:3C	C4:41:1E:99:0D:3C	C4:41:1E:99:0D:3C	5765000.0	0	45.446478739	-71.95762787	540	-57	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624458	654346	IEEE802.11	C4:41:1E:99:0D:3C	54:60:09:FE:5E:0C	00:00:00:00:00:00	5765000.0	0	45.446478739	-71.95762787	49	-58	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624458	618145	IEEE802.11	C4:41:1E:99:0D:3C	C4:41:1E:99:0D:3C	C4:41:1E:99:0D:3C	5765000.0	0	45.446478739	-71.95762787	540	-57	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
1652624458	654677	IEEE802.11	C4:41:1E:99:0D:3C	54:60:09:FE:5E:0C	00:00:00:00:00:00	5765000.0	0	45.446478739	-71.95762787	58	-78	5FE308BD-0000-0000-0000-00C0CAB02675	127	0	
